Questions,Category
What is the need to study ?-based design rules? How are they different from micron rules? Illustrate ?-based design rules with an example layout,BT3
Identify the circuit from the layout given below. Is it a valid layout? If yes then what is the type of logic style it represents?,BT3
Discuss the charge sharing issue in Dynamic CMOS logic. What will happen if we directly cascade two stages of this gate? Propose a remedy for the cascading problem,BT3
"In the figure, find the output in terms of inputs A, B and C when the clock CK is high. Also implement the clocked CMOS equivalent of the same.",BT3
Consider the logic cascade shown in figure below .Use logical effort to find the relative size of each stage needed to minimize delay through the chain. Assume symmetric gates with r = 2.5.,BT3
"For the given logical expression for ?? = ?????( ??????+???????) ??+?????????? design a suitable logic circuit using CMOS with stick-diagram layout, and optimize the ordering of poly gates in the layout by using appropriate method.",BT3
Consider the logic chain of a co-processor shown below. The input at A is switched from a 1 to 0. Find an expression for the delay time through the chain using an appropriate procedure.,BT3
Illustrate the flip-flop min-delay constraint with appropriate waveforms and equations.,BT3
What story did you like the best,BT6
Explain the working of a standard CMOS flip-flop using TGs.,BT2
Do you think that the pioneers did the right thing,BT6
A simple latch can be implemented using one MOS device. Discuss the variations and design improvements that can be made based on logic requirements.,BT3
Write a short note on Global clock-generation and distribution,BT2
"Rewrite the following Boolean expression in the minterm and maxterm canonical forms. P=F(x,y,z) =x’(y’+z)+z’",BT2
Why do you think Benjamin Franklin is so famous,BT6
Explain the working of ECL OR gate with the help of neat circuit diagram.,BT3
"On a certain weekend Ramu, Raheem and Johnny planned to have lunch in a restaurant and/or watch a movie. i) When all friends agree, they will have lunch after watching a movie. ii) No question of going out when none of them agree. iii) If Ramu agrees, then irrespective of others opinion, they only have lunch together. iv) If Ramu disagrees, they will only watch a movie. Design a suitable digital system by using a positive logic, for the above conditions with a non programmable technique in SOP and POS formats.",BT3
Can you develop a proposal which would,BT5
"Realize the following Boolean function with multiplexer F(A,B,C,D) = m(0,1,3,4,8,9,15) i) Using 16:1 MUX ii) Using 8:1 MUX with A,B,C select lines iii) Using 4:1 MUX with A,B select lines",BT3
"Identify a technique that cannot be programmed and that is used for less number of variables, to provide minimal sums and minimal products for the following Boolean function. f(w,x,y,z)= ?m( 1,5,8,14) + X( 4,6,9,11,15)",BT3
Can you write a new recipe for a tasty dish,BT5
Design a digital system to add two Binary Coded Decimal numbers using binary adder.,BT3
Explain the operation of a SR latch,BT2
Can you create new and unusual uses for,BT5
Design a 4-bit Johnson counter using the principle of Universal Shift Register (USR),BT3
"The figure shows a binary up counter with synchronous clear input. With the decoding logic shown, the counter works as a Mod-n counter. Find the value of n.",BT3
What is race around condition? Explain the remedy for the same problem in case of JK F/F.,BT2
How many ways can you,BT5
Return statement can only be used to return a single value. Can multiple values be returned from a function? Justify your answer,BT4
Bob wrote a program using functions to find sum of two numbers whereas Alex wrote the statements to find the sum of two numbers in the main() function only. Which of the two methods is efficient in execution and why,BT4
What would happen if,BT5
Carly wants to store the details of students studying in 1st year and later on wishes to retrieve the Examination Reform Policy 39 information about the students who score the highest marks in each subject. Specify the scenario where the data can be organized as a single 2-D array or as multiple 1-D arrays.,BT4
"Design a digital system using minimum number of data flip flops to monitor the number of buses available in the bus depot on daily basis for the following conditions, over a week. • On Sunday the occupancy of bus depot is 15 buses. • On Monday 2 buses were sent for service. • On Tuesday 3 buses went for college trip. • On Wednesday 1 bus returned from service. • Next day 5 more buses left for marriage party. • On Friday buses returned from college trip. • On Saturday 2 buses were sent for service",BT3
Five JK flip-flops are cascaded to form the circuit shown in figure. Clock pulses at a frequency of 1MHz are applied as shown. Compute the frequency (in KHz) of the wave,BT3
Analyze a negative edge triggered D Flip-Flop with the help of timing diagram.,BT3
Design a digital system using suitable logic to count from (0010)2 till it reaches (1101)2 continuously. The external clock is given to the first Flip-Flop and triggers it during rising edge of the pulse. The successive Flip-Flops are to be triggered by its predecessors.,BT3
A three bit pseudo random generator is as shown. Initially the value of output Y=Y2Y1Y0 is set to 111. Evaluate the value of output Y after three clock cycles.,BT3
to deal with,BT5
"Draw Mealy and Moore synchronous machine models and label the excitation variables, state variables, input and output variables.",BT2
Design a digital controller for the state table given below using a sequential component with single input.,BT3
"Differentiate between SRAM, DRAM, NVRAM",BT2
Why don't you devise your own way,BT5
Explain the read and write operations of SRAM.,BT2
Derive the expression for output impedance of Wilson current mirror with relevant circuit diagram and equivalent circuits.,BT3
"For the non inverting amplifier R1=470? and RF=4.7K ?, A=200000, Ri=2M ?, Ro=75 Fo=5Hz, supply voltage is +/-15V and output voltage swing is +/-13V .Calculate the values of AF, Rif. Rof ,Ff and VOOT",BT2
Dave is working on a Campus Management Software but is unable to identify the maximum number of students per course. He decided to implement the same using arrays but discovered that there is memory wastage due to over-provisioning. Which method of memory storage should be used by Dave and how it can be implemented using C,BT4
If you had access to all resources how would you deal with.,BT5
Albert is working on a 32-bit machine whereas Julie is working on a 64-bit machine. Both wrote the same code to find factorial of a number but Albert is unable to find factorial of a number till 9 whereas Julie is able to find the factorial of higher number. Identify the possible reason why Albert is unable to find the factorial. Suggest some changes in the code so that Albert can handle bigger inputs.,BT4
"Consider the circuit shown below, assuming (W/L)1-3=40/0.5,Iref=0.3mA a. Determine Vb such that Vx=Vy b. If Vb deviates from the value calculated in part (a) by 100mV, what is the mismatch between Iout and Iref?",BT3
Derive an output voltage expression for 5-pack differential amplifier with neat circuit diagram with relevant Explanation.,BT3
"Discuss the effect of negative feedback on non-idealities of the Op-amp, with neat diagram and relevant equations.",BT2
"Identify the circuit shown below where all transistors have Vt=0,6V, ?nCox=160 W1=W4=4?m, and W2=W3=40?m. L=1?m and IREF is 20?A. Determine the output current and the voltages at the gates of Q2 and Q3. What is the lowest voltage at the output for which current source operation is possible? What are the values of gm and ro of Q2 and Q3? What is the output resistance of the circuit?",BT3
"Identify the amplifier configuration given below, with (W/L)1,2=25/0.5, µnCox=50µA/V2 , VTH=0.6V, ?=?=0 and VDD =3V a. What is the required input CM for which RSS sustains 0.5V? b. Calculate RD for a differential gain of 5",BT3
List the ideal characteristics of an OPAMP. Give its symbolical representation and explain the functions of each terminal. Tabulate the ideal op-amp terminal characteristics.,BT2
"For the differential amplifier with the current mirror as a load ,determine the (W/L) and drain current of all MOSFET’s for the following specifications: Vdd=-Vss=2.5V,SR>=10V/us (Cload=5pf),f-3db>= 100kHz (CL=5pF),a small signal voltage gain of 100,-1.5<=ICMR<=2V and Pdiss<=1mW. Model parameters: KN’= 110uA/V2, KP’= 50uA/V2, VTP=-0.7V, VTN=0.7V, ?N=0.04V1,?P= 0.05V-1 .",BT3
Derive the expression for the output current Io in terms of input voltage Vin for a grounded load using Op-amp.,BT2
Describe the inverting differentiator and obtain the expression for the output voltage with neat circuit diagram and waveforms,BT3
Identify the following circuit operation. Find,BT3
Derive the expression for summing and averaging amplifier output for • Non-inverting amplifier • Differential amplifier Using Op-amp with neat circuit diagram.,BT3
"Two different pre-amp microphones are used in a recording studio, one for vocals and other for the musical instrument with output voltage in the range of 0-2V and 0-0.5V respectively. Design a suitable circuit using Op-Amp to combine signals from both the microphones in such a way that the signal corresponding to the musical instrument should be twice amplified as that of vocal signal.",BT3
"i. Find VN,VP and Vo in the circuit if Vs=9V ii. Find the resistance R that, if connected between the inverting input pin of the op-amp and ground which causes Vo to double.",BT3
Obtain the output expression using a suitable circuit to get the following waveform Z (t) at the output side. Explain with the help of frequency response.,BT2
"It is required to measure the weight of the vehicle using weigh bridge system, arrive at a suitable signal conditioning circuit for measuring the weight in terms of voltage. Using circuit analysis techniques arrive at an expression for the output voltage in terms of input weight.",BT3
"Obtain a suitable circuit for the following frequency response with AF=10, fH and also derive the expression for the gain AF and cut off frequency fH",BT3
Design a circuit using Op-Amp to obtain the following transfer characteristics. Explain the operation using waveforms and obtain the expressions. VLTP=-2; VUTP=3; VSAT=15; –VSAT=15.,BT3
"Draw the circuit configuration to generate triangular wave, describe the circuit operation using waveforms.",BT2
Implement a monostable multivibrator using the timer circuit shown in below figure. Also determine an expression for ON time ‘T’ of the output pulse.,BT3
Explain the precision peak detector and precision clamping circuit with neat diagrams.,BT2
"Calculate the average wait time & TAT for following processes using • SJF (pre-emptive & non-pre-emptive), • Priority scheduling • RR Compare their performance.",BT3
"Apply suitable code optimization techniques for the following C statements. ii. Determine the longest path through each code fragment, assuming that all statements can be executed in equal time and that all branch directions are equally probable",BT3
"Suppose computer system hardware is to be operated without an OS, discuss the scenario of using this computer for running an application in which password authentication is to be made. Discuss disadvantages of a computer without an OS. Elaborate on the role of OS and its functions.",BT2
"Under what circumstances is rate-monotonic scheduling inferior to earliestdeadline-first scheduling in meeting the deadlines associated with processes? Consider the following activities of a car control system. 1. C= worst case execution time 2. T= (sampling) period 3. D= deadline Speed measurement: C=4ms, T=20ms, D=20ms ABS control: C=10ms,T=40ms, D=40ms Fuel injection: C=40ms,T=80ms, D=80ms Try any of the two methods to schedule the tasks.",BT3
"In a multiprogramming and time sharing environment, several users share the system simultaneously. Discuss the security problems that may arise in the situation. Assess the degree of security that can be achieved in both the cases.",BT2
solve that Icq =/ Can Icq be made independent of B how,BT1
"Design a logic circuit to display 1,2,4 and 9 only from BCD to six segment display shown in fig.",BT4
Implement function F given in table using 8:1 Multiplexer,BT4
It is required to generate a student’s register enrolled for engineering course in alphabetical order to distribute student's ID. Develop a code using i. Inline assembly ii. Mixed assembly comment on the performance w.r.t time and memory using appropriate optimization technique,BT3
"Convert the algorithm given in flowchart into 1) “Normal” assembler, where only branches can be conditional. 2) ARM assembler, where all instructions are conditional. 3) Develop 'C' code with optimization 4) Comment on performance w.r.t 1, 2 and 3",BT3
Construct a simple “for loop” in C which operates on an array element in each iteration. Then rewrite the code using suitable loop optimization techniques. Comment on the performance.,BT3
An Operating system’s PID manager is responsible for managing process identifiers. A unique ID is assigned to the process when it is first created. Discuss how this PID is managed using PCB. Elaborate on process and PCB.,BT2
"Write a code for the scenario where an application needs to perform division operation and display the result on a serial port i. Whenever the divisor is found to be zero, message to be displayed is “division error” ii. Whenever the divisor is smaller than zero, message to be displayed is “underflow error”.",BT3
Can you see a possible solution to,BT5
Why not compose a song about,BT5
An automotive company claims that the active suspension components in its newest vehicles analyze and respond to road conditions for every 2.5 cm at 100 kilometers per hour (1 inch of highway travel at 60 mph). Develop a prototype C code by applying RTOS concepts to realize the above scenario,BT3
Write an application to measure the time taken to execute the “for loop” i) With “loop unrolling” ii) Without “loop unrolling” Both loops are part of two different tasks. Display the time using serial port.,BT3
"Write an optimized code to create two applications: i. “App1” to convert analog to digital data and store the result in memory pool, ii. “App2” to use this information and display on serial port. Demonstrate optimization with code profiling.",BT3
What are the different means of achieving multitasking? Explain with suitable examples.,BT2
"Develop a prototype C code by applying RTOS concepts to realize the simple vending machine. The vending machine will sell bottles for $75. Customers can enter either a dollar or quarters. Once sufficient amount of money is entered, the vending machine will dispense a bottle of water. If user enters a dollar it will return one quarter in change. A Money Receiver detects the total money entered. The bottle dispenser system holds the water bottles and releases one bottle when the input signal is asserted. A coin return system holds quarters for change and will release one quarter when input is dollar. The money receiver will reject money if a dollar and quarter are entered simultaneously.",BT3
"Write a code to create 3 applications, where they share stepper motor: i. “App1” rotates stepper motor in clockwise for 5 rotations ii. “App2” rotates it in anticlockwise for 5 rotations iii. “App3” stops it for one second (use hardware timer)",BT3
"Consider a machine with 64 MB physical memory and a 32-bit virtual address space. If the page size is 4KB, what is the approximate size of the page table? Explain the steps with neat diagrams.",BT2
"Two analog sensors are connected to INT0 & INT1 to monitor blood pressure and body temperature respectively. It is required to generate an alarm if any of the readings exceed the set threshold value. Identify the number of tasks, kernel objects and scheduling algorithm required to handle this situation. Develop a code to demonstrate the same.",BT3
Why is backward compatibility less important in an embedded device than in a general-purpose device? In what ways it is still important,BT2
Explain the advantages of wireless devices. How do wireless devices network using different protocol,BT2
"Develop a C code to program RTC to generate HOURS, MINUTES and SECONDS using I2C protocol.",BT3
Categorize the following signal in terms of energy or power and compute its value.,BT2
Obtain the response and sketch the output of the system for the signals x1(n) =0.5 [u (n)-u (n-3)] and x2(n)=u[n]- u[n-2].,BT3
Consider the system shown below; determine whether it is (a) memory less (b) Causal (c) linear (d) time-invariant or (e) Stable.,BT3
"For given signals x(n) and h(n) compute the interaction between signal and the impulse response of a system. x(n) = {1,3,-1,4} h(n) = {4,-1,2}",BT3
A Continuous-time signal x [t] is shown in figure below. Sketch each of the following signals. a) x[t – 4] b) x[3t+7] c) x [-1(t+2) ] d) x [-t+2],BT2
Construct signal x(t) using suitable elementary signals. Express x(t) in terms of the same.,BT3
"Determine whether the discrete-time signal ??(??) = ??????( ?? ?? ????) ??????( ?? ?? ????) is periodic. If periodic, find the fundamental period.",BT2
Consider the signals h(t)=[u(t)-u(t-1)] and x(t) shown below. Obtain the response of the system.,BT3
"Sketch the Direct form I implementation for the difference equation, ??(??) ? ?? ?? ??(?? ? ??) + ?? ?? ??(?? ? ??) = ??(??) + ?? ?? ??(?? ? ??) And also propose a solution to implement the difference equation with minimum number of hardware and also sketch the same.",BT3
Prove the following properties of DTFT a) Frequency Differentiation Property b) Time shift property.,BT2
Using appropriate transformation compute the frequency response of the following time domain signal shown below. Plot the magnitude and phase spectrum. Also Verify Parseval’s identity,BT3
Obtain the frequency response of the LTI system described the impulse response a) ?(??) = 1 8 ? ( 7 8 ? ) ?? . ??(??) b) ?(??) = ??(??) ? 2?? ?2?? . ??(??),BT3
Using appropriate transformation compute the frequency response of the following time domain signal: ??(??) = ( 1 2 ? ) ?? .{??(?? + 3) ? ??(?? ? 2)},BT3
Obtain the impulse response of the system having the input ??(??) = ( 1 2 ? ) ?? . ??(??) and output ??(??) = 1 4 ? ( 1 2 ? ) ?? . ??(?? ? 1) + ( 1 4 ? ) ?? . ??(??) .,BT3
Prove the following properties of DTFS a) Convolution Property b) Linearity property.,BT2
Using appropriate transformation find and sketch the time domain signal corresponding to the following Fourier representation. ??(??) = 2 + 2 cos ( ?? 4 ) ?? + cos ( ?? 2 ) ?? + 1 2 cos ( 3?? 4 ) ?,BT3
Let be a sequence with DTFT ??(?? ???). Evaluate the following functions of ??(?? ???)without computing ??(?? ???). a) ??(?? ??0 )b) ??(?? ????)c) ? ??(?? ???)??? ?? ??? d) ? |??(?? ???)| 2??? ?? –?? e) ? | ????(?? ???) ??? | 2 ?? –?? ???,BT3
Obtain the impulse response of the system described by the following equation ?? 2??(??) ????2 + 3 ????(??) ???? + 2??(??) = 2??(??) + ????(??),BT3
Prove the following with respect to Z-Transforms a) Initial Value theorem b) Time shift c) ROC of an finite non-causal sequence is entire Z-plane except Z=?,BT2
Find the Z-Transform of the following sequences and estimate the ROC a) ??(??) = 3 ??+1??(??) ? 2( 1 2 ? ) ?? ??(??? ? 1),BT3
Calculate the Inverse Z-Transform of ??(??) = ?? 3 + ?? 2 + 3 2 ?? + 1 2 ?? 3 + 3 2 ?? 2 + 1 2 ??,BT3
Find the impulse response of the system described by the difference equation ??(??) ? 1 2 ??(?? ? 1) = 2??(?? ? 1),BT3
"Differentiate between FEM, FDM, FVM and BEM. Explain which method is suited for analysis of polymer composite crack propagation along with software tool and justify",BT2
Using Rayleigh-Ritz method determine the expressions for deflection in a simply supported beam subjected to uniformly distributed load over entire span. Also calculate the percentage of error when RR method values are compared with analytical values.,BT3
"Consider a thin (steel) plate as shown in figure 2a. The plate has a uniform thickness t=1in, Youngs modulus E = 30x106 psi, and weight density 0.2836lb/in3 . In addition to its self-weight, the plate is subjected to a point load p = 100lb at its midpoint. a) Model the plate with two finite element points b) Write down the element stiffness matrices and element body force vectors. c) Assemble the structural stiffness matrix K and global load factor F. d) Using the elimination approach, solve for the global displacement vector Q. e) Evaluate the stresses in each element.",BT3
Explain Different types of elements in FEM. Explain H type and P type method with the help of suitable example.,BT2
"Using Galerkin’s method, establish an expression of the maximum deflection for a cantilever beam having length L, moment of inertia I and young’s modulus E, subjected to point load P at the end. Also calculate the percentage of error when Galerkin’s method values are compared with analytical values",BT2
Explain different mesh quality parameters. Discuss any five of them,BT2
For a given problem how a FEA engineer has to decide the following i) Element size ii) Element Type iii) Type of analysis to carry out iv) Linear or Non linear analysis v) How results are compared with real time scenario?,BT3
"An axial load P=200x103N is applied on a bar as shown in Fig. 4b. Using the penalty approach for handling boundary conditions, determine nodal displacements, stress in each material and reaction forces.",BT3
"A composite wall consists of three materials, as shown in Fig 5a. The outer temperature is To=20°C. Convection heat transfer takes place on the inner surface of the wall with T?=800°C and h=25 W/m2 °C. Determine the temperature distribution in the wall.",BT3
The two span beam structure of Fig.5b is free to rotate at supports A and B and is fixed at joint C. Compute the rotations at supports A and B and the reactions at all supports. Construct Shear Force and Bending Moment Diagrams,BT3
Consider the four bar truss shown in Figure 6a. It is given that modulus of elasticity E= 29.5 × 106 psi and cross-sectional areas A = 1in.2 . for all elements. Complete the following: a) Determine the element stiffness matrix for each element. b) Assemble the structural stiffness matrix K for the entire truss.,BT3
"For the beam shown in figure 6b, determine the support reactions and stresses in each element. Take E=200 GPa, I=4xl06 mm4",BT3
Identify the boundary condition and type of analysis need to be carried out for multi storey building for cyclone hit condition as shown in figure 7a and justify your answer with suitable assumptions.,BT4
Idealize and express the methodology of solving the problem by FEA approach. Consider a person of 100 kg sitting on the bicycle as shown in figure 7b. Justify the answer with suitable assumptions.,BT4
The following figure 8a. shows a LCD TV which need to be analyzed for drop test. The average fall height of the LCD TV is 4 feet. Idealize and solve the problem with suitable assumptions.,BT4
Illustrate different types of analysis that can be possible with a FEA tool and elaborate the process of solving with suitable assumption on material and boundary conditions. The component is as shown in fig 8b.,BT4
Name the specific heat exchanger construction type that may be used in each of the following application and justify your selection. a. Milk pasteurizing b. Power condenser c. Automotive radiator d. Marine oil cooler e. Air cooled condenser,BT3
"A two shell pass and two tube pass shell & tube heat exchanger is used to heat process fluid (water) from 30°C to 80°C. The mass flow rate of the process fluid is 8000kg/hr and that of the service fluid is 6000kg/hr, which is available at a temperature of 200°C. The overall heat transfer coefficient is 1500W/ m2K. Find out the outlet temperature of service fluid, and the area required for the heat transfer. After a long time of operation of the heat exchanger, it is found that the outlet temperature of the process fluid is only 70°C. Find the fouling resistance developed during this period. Cp of the service fluid = 2.8kJ/Kg K Cp of the process fluid =4.2kJ/Kg K",BT3
What are the different kinds of spiral plate heat exchangers and what are their limitations,BT2
"A counter flow shell and tube heat exchanger is used to cool engine oil flowing through the tube at 0.25kg/s, the specific heat of oil is 2.2kJ/kg K. This oil is cooled by the water, which flows at 0.3kg/s. The oil enters at 560K and leaves at 340K. The cooling water enters at 298K. Find the length of the tube if the heat transfer coefficient from oil to tube surface is 2340W/m2K, and from tube surface to water is 6215W/m2K. The mean diameter of the tube is 18mm.",BT3
"A process industry uses a shell & tube heat exchanger, the shell specifications are as follows, Length of shell: Ls= 4.5 m Shell diameter ; Ds= 500mm Outside diameter of tube: Do = 24.5 mm Tube pitch ( square) : Pi =32.5 mm Baffle spacing: LB =132 mm The fluid has the following specifications , Mass flow rate mi = 5.2kg/s Density ? = 820 kg/m3 Specific heat capacity Cp = 2.24 kJ/kg K Dynamic viscosity ? = 0.384 X 10-3 Ns/m2 Thermal conductivity k = 0.125 W/ mK. By Kern’s method, find shell side heat transfer coefficient and pressure drop.",BT3
"A shell & tube heat exchanger has steel pipes of 32mm outer diameter and 26mm inner diameter. Ethylene glycol flows in tubes having a heat transfer coefficient of 1680W/m2K and a fouling resistance of 0.00065 m2K/W. Water flows on shell side having a heat transfer coefficient of 3215W/m2K, and a fouling resistance of 0.0003 m2K/W. The thermal conductivity of tube is 68 W/ m K. Find the overall heat transfer coefficient of the heat exchanger",BT3
"Between two stages of air compression, the air is to be cooled from 95°C to 10°C. The facility to perform this cooling, shown in Fig Q4 (a), first cools the air in a precooler and then in a refrigeration unit. Water passes through the condenser of the refrigeration unit, then into the precooler, and finally to a cooling tower, where heat is rejected to the atmosphere. The flow rate of compressed air is 1.2 kg/s, and the specific heat is 1.0 kJ/(kg K). The flow rate of water is 2.3 kg/s, and its specific heat is 4.19 kJ/(kg K). The water leaves the cooling tower at a temperature 24°C. The system is to be designed for minimum first cost, where this first cost comprises the cost of the refrigeration unit, precooler, and cooling tower, designated x1, x2 and x3 respectively, in dollars. The expressions for these costs are Refrigeration unit: x1 = 48q1 Precooler: x2 = 50q2/(t3-t1) where the equation is applicable when t3 > t1 Cooling tower: x3 = 25q3 where the q’s are rates of heat transfer in kilowatts, as designated in figure. The compression power P kW required by the refrigeration unit is 0.25q1, and both q1 and the compression power must be absorbed by the condenser cooling water passing through the refrigeration unit. Develop (a) the objective function and (b) the constraint equations for optimization to provide minimum first cost",BT4
"Oil at 20°C (? =888kg/m3 and ? =0.800 kg/ms) is flowing steadily through a 0.05 m diameter 40 m long pipe. The pressure at the pipe inlet and outlet are measured to be 745 and 97 kPa, respectively. Determine the flow rate of oil through the pipe assuming the pipe is (a) horizontal, (b) inclined 15° upward, (c) inclined 15° downward. Also verify that the flow through the pipe is laminar",BT3
"A water pump is used to pump from one large reservoir to another large reservoir that is at a higher elevation. The free surfaces of both reservoirs are exposed to atmospheric pressure, as sketched in Fig. 5(b). The dimensions and minor loss coefficients are provided in the figure. The pump’s performance is approximated by the expression Havailable = Ho – aV 2 , where shutoff head Ho=24.4 m of water column, coefficient ? =0.0678 m/Lpm2 , available pump head Havailable is in units of meters of water column, and capacity V is in units of liter per minute. Estimate the capacity delivered by the pump.",BT3
"A solar collector and storage tank is to be optimized to achieve minimum first cost. During the day the temperature of water in the storage vessel is elevated from 25°C (the minimum useful temperature) to tmax. The collector receives 260 W/m2 of solar energy; but there is heat loss from the collector to the ambient air by convection. The convective heat transfer coefficient is 2 W/m2K, and the average temperature difference during the 10 hour day is (25+tmax) / 2 minus the ambient temperature of 10°C. The energy above the minimum useful temperature of 25°C that is to be stored in the vessel during the day is 200,000 kJ. The density of water is 1000 kg/m3 , and its specific heat is 4.19 kJ/kg K. The cost of the solar collector is 20A units, where A is the area in m2 and the cost of the storage vessel is 101.5V, where V is the volume in cubic meters. (a) Using A and V as the variables, set up the objective function and constraint to optimize the first cost. (b) Develop the Lagrange multiplier equations and verify that they are satisfied by V=1.2m3 and A=29.2m2",BT4
"The total pressure drop from point 1 to point 5 in the multibranch duct system shown in Fig. Q8 below is to be 500 Pa. Table Q8, presents the costs for various duct sizes in each of the sections as a function of the pressure drop in the section. Use dynamic programming to determine the pressure drop in each section that results in the minimum total cost of the system.",BT4
"Manufacturing processes are classified as, i) Processing operations and ii) Assembly operations Mention sub-classifications under these two categories with suitable examples.",BT2
"Differentiate between Brazing, Soldering and Welding with the following aspects, i) Temperature ii) Type of material to be joined iii) Surface finish and iv) Strength 8 CO4 L2 1.3.1 2a Discuss the cri",BT2
Discuss the criteria for selection of manufacturing processes,BT2
"Explain the post processes of casting, fettling-cleaning and finishing of castings.",BT2
Enumerate the steps involved in sand casting,BT2
"With neat sketch, discuss the working principle of investment casting process and list the advantages & limitations of it.",BT2
Draw Merchant’s force diagram. State the assumptions made in the development of such a diagram.,BT2
Interpret the program syntax. N10 G28 U0 W0; N20 T0101; N30 G00 X35 Z2; N40 G00 X30 M03 S1500; N50 G01 Z64 M08 F0.1;,BT3
"Considering the suitable example, explain open and closed loop control system",BT2
Enumerate the advantages and disadvantages of CNC machines.,BT2
"In orthogonal cutting operation on a material with the shear yield strength of 250N/mm², the following data is observed. Rake angle= 200 Uncut chip thickness= 0.3mm Width of chip= 1.5mm Chip thickness ratio= 0.4 Friction angle= 400 Determine, i) The shear angle ii) The cutting force component iii) The resultant force on the tool",BT3
A typical tool signature of single point cutting tool is 0-7-6-8-15-16-0.8. Interpret this and show with neat sketch of the tool.,BT2
Differentiate between bulk deformation & sheet metal working,BT2
Explain the advantages of thread rolling over thread cutting (machining),BT2
Determine the minimum force capacity press to perform the blanking operation on 1.5mm thick mild steel sheet with shear strength of 360N/mm². The blanking profile is rectangle with 50×100mm dimensions. Also find the total force required if there were two 13mm diameter holes to be pierced simultaneously in the previous station along with blanking.,BT3
Explain electric discharge machining process principle with neat sketch and state its applications.,BT2
Additive manufacturing is the key component for the “future of manufacturing”. Explain your understanding of the statement and outline two process that are in use today,BT3
Draw the kinematic diagram for the mechanisms shown in the Fig.Q1a (i to iv). Compute the mobility,BT3
"For the mechanisms shown in the Fig. Q1b i) and ii), locate all the instantaneous centers.",BT2
Three links in a kinematic chain move relatively to each other. Prove that they have three instantaneous centers and lie in a straight line,BT2
The gearbox shaft and propeller shaft of an automobile are connected by a universal joint. Obtain the expression for ratio of output shaft speed to input shaft speed. analyze the conditions when propeller shaft will have i) maximum speed ii) minimum speed and iii) both shafts have equal speeds.,BT3
Describe with neat sketch the mechanism used in the automobile steering system and obtain the expression for condition of correct steering.,BT2
"The mechanism shown in the Fig. Q3b) is used to feed cartons to a labeling machine and, at the same time, to prevent the stored cartons from moving down. At full speed, the driveshaft rotates clockwise with an angular velocity of 200 rpm. At the instant shown, determine the acceleration of the rocker arm that rotates and lowers the parts.",BT4
"A shaft has 3 disturbing masses in the single plane with radii of rotation r1, r2 and r3 and angular positions ?1, ?2 and ?3. Discuss how the system will be balanced by adding another balancing mass in the same plane.",BT2
Explain with neat sketch i) equilibrium of two force member ii) equilibrium of three force member iii) member with two forces and applied torque.,BT2
"An over drive for a vehicle consists of an epicyclic gear train, as shown in Fig. Q5b), with compound planets BC. B has 15 teeth and meshes with an annulus A which has 60 teeth. The planet C has 20 teeth and meshes with the sun wheel D which is fixed. The annulus is keyed to the propeller shaft Y which rotates at 740 rad/s. The spider which carries the pins upon which the planets revolve, is driven directly from main gear box by shaft X, this shaft being relatively free to rotate with respect to wheel D. Find the speed of shaft X, when all the teeth have the same module. When the engine develops 130 kW, what is the holding torque on the wheel D? Assume 100 per cent efficiency throughout.",BT4
The pinion on the lay shaft drives gear on the main shaft of automobile gear box. The contact between pair of in volute teeth begins at one point and ends at other point. Obtain an expression for path of contact between pair of involute teeth.,BT3
In a single cylinder automotive engine spherical follower is operated by a disc cam. If the follower moves with simple harmonic motion then obtain an expression for velocity and acceleration during its out and return strokes.,BT2
"Discuss with a neat sketch the axis of spin, axis of couple, axis of precession and precessional angular motion by considering the disc is spinning about X-axis. Obtain the expression for precessional angular motion",BT2
A cylinder of mass ‘m’ and radius ‘r’ rolls without slipping on a cylindrical surface of radius R as shown in Fig. Q 2(a). Find the natural frequency for small vibrations.,BT3
A rotor of mass 4 kg is mounted midway between bearings which may be assumed to be simple supports. The bearing span is 480 mm. The shaft is of 9 mm diameter and is horizontal. The center of gravity of the disc is displaced 3 mm away from the geometric center of rotor. The equivalent viscous damping at the center of the disc and shaft may be assumed as 49 N-S/m. The shaft rotates at 760 rpm. Take E= 2x1011N/m2 . Determine i) The critical speed of the shaft ii) Deflection of the shaft iii) Dynamic load on the bearings iv) The maximum stress in the shaft. v) Identify the parameters to reduce the stress in the shaft. Use any one parameter and reduce the stress to its 50%,BT4
"Explain any four instruments used for measuring, assessing and analyzing the noise output of machines",BT2
"A railroad car of mass 2,000 kg traveling at a velocity 10 m/s is stopped at the end of the tracks by a spring-damper system, as shown in Fig. Q3(b). The stiffness of each spring (K/2) is 40 N/mm and the damping constant is 20N-s/mm. Determine i) Undamped and damped natural frequency ii) Damping factor iii) The maximum displacement of the car after engaging the springs and damper.",BT4
An automobile trailer that can vibrate in the vertical direction while traveling over a rough road is modeled as shown in Fig. Q 4(a). It has a vertical natural frequency of 100 cpm. It is driven along a road whose elevation varies approximately by a sine wave of amplitude 50 mm. The distance along the road between the peaks is 30 m. The damping ratio of shock absorbers is 0.2. Determine the amplitude of vibration of the car at a speed of 50 km/hr. Suggest possible methods of improving the design for a more comfortable ride of the passengers.,BT4
